PassengerId,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare,Cabin,Age,Embarked,Survived
311,1,"Hays, Miss. Margaret Bechstein",female,0,0,11767,83.1583,C54,24,C,1
312,1,"Ryerson, Miss. Emily Borie",female,2,2,PC 17608,262.375,B57 B59 B63 B66,18,C,1
313,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,1,1,250651,26,,26,S,0
314,3,"Hendekovic, Mr. Ignjac",male,0,0,349243,7.8958,,28,S,0
315,2,"Hart, Mr. Benjamin",male,1,1,F.C.C. 13529,26.25,,43,S,0
316,3,"Nilsson, Miss. Helmina Josefina",female,0,0,347470,7.8542,,26,S,1
317,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,1,0,244367,26,,24,S,1
318,2,"Moraweck, Dr. Ernest",male,0,0,29011,14,,54,S,0
319,1,"Wick, Miss. Mary Natalie",female,0,2,36928,164.8667,C7,31,S,1
320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,1,1,16966,134.5,E34,40,C,1
321,3,"Dennis, Mr. Samuel",male,0,0,A/5 21172,7.25,,22,S,0
322,3,"Danoff, Mr. Yoto",male,0,0,349219,7.8958,,27,S,0
323,2,"Slayter, Miss. Hilda Mary",female,0,0,234818,12.35,,30,Q,1
324,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,1,1,248738,29,,22,S,1
325,3,"Sage, Mr. George John Jr",male,8,2,CA. 2343,69.55,,,S,0
326,1,"Young, Miss. Marie Grice",female,0,0,PC 17760,135.6333,C32,36,C,1
327,3,"Nysveen, Mr. Johan Hansen",male,0,0,345364,6.2375,,61,S,0
328,2,"Ball, Mrs. (Ada E Hall)",female,0,0,28551,13,D,36,S,1
329,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,1,1,363291,20.525,,31,S,1
330,1,"Hippach, Miss. Jean Gertrude",female,0,1,111361,57.9792,B18,16,C,1
331,3,"McCoy, Miss. Agnes",female,2,0,367226,23.25,,,Q,1
332,1,"Partner, Mr. Austen",male,0,0,113043,28.5,C124,45.5,S,0
333,1,"Graham, Mr. George Edward",male,0,1,PC 17582,153.4625,C91,38,S,0
334,3,"Vander Planke, Mr. Leo Edmondus",male,2,0,345764,18,,16,S,0
335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,1,0,PC 17611,133.65,,,S,1
336,3,"Denkoff, Mr. Mitto",male,0,0,349225,7.8958,,,S,0
337,1,"Pears, Mr. Thomas Clinton",male,1,0,113776,66.6,C2,29,S,0
338,1,"Burns, Miss. Elizabeth Margaret",female,0,0,16966,134.5,E40,41,C,1
339,3,"Dahl, Mr. Karl Edwart",male,0,0,7598,8.05,,45,S,1
340,1,"Blackwell, Mr. Stephen Weart",male,0,0,113784,35.5,T,45,S,0
341,2,"Navratil, Master. Edmond Roger",male,1,1,230080,26,F2,2,S,1
342,1,"Fortune, Miss. Alice Elizabeth",female,3,2,19950,263,C23 C25 C27,24,S,1
343,2,"Collander, Mr. Erik Gustaf",male,0,0,248740,13,,28,S,0
344,2,"Sedgwick, Mr. Charles Frederick Waddington",male,0,0,244361,13,,25,S,0
345,2,"Fox, Mr. Stanley Hubert",male,0,0,229236,13,,36,S,0
346,2,"Brown, Miss. Amelia ""Mildred""",female,0,0,248733,13,F33,24,S,1
347,2,"Smith, Miss. Marion Elsie",female,0,0,31418,13,,40,S,1
348,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,1,0,386525,16.1,,,S,1
349,3,"Coutts, Master. William Loch ""William""",male,1,1,C.A. 37671,15.9,,3,S,1
350,3,"Dimic, Mr. Jovan",male,0,0,315088,8.6625,,42,S,0
351,3,"Odahl, Mr. Nils Martin",male,0,0,7267,9.225,,23,S,0
352,1,"Williams-Lambert, Mr. Fletcher Fellows",male,0,0,113510,35,C128,,S,0
353,3,"Elias, Mr. Tannous",male,1,1,2695,7.2292,,15,C,0
354,3,"Arnold-Franchi, Mr. Josef",male,1,0,349237,17.8,,25,S,0
355,3,"Yousif, Mr. Wazli",male,0,0,2647,7.225,,,C,0
356,3,"Vanden Steen, Mr. Leo Peter",male,0,0,345783,9.5,,28,S,0
357,1,"Bowerman, Miss. Elsie Edith",female,0,1,113505,55,E33,22,S,1
358,2,"Funk, Miss. Annie Clemmer",female,0,0,237671,13,,38,S,0
359,3,"McGovern, Miss. Mary",female,0,0,330931,7.8792,,,Q,1
360,3,"Mockler, Miss. Helen Mary ""Ellie""",female,0,0,330980,7.8792,,,Q,1
361,3,"Skoog, Mr. Wilhelm",male,1,4,347088,27.9,,40,S,0
362,2,"del Carlo, Mr. Sebastiano",male,1,0,SC/PARIS 2167,27.7208,,29,C,0
363,3,"Barbara, Mrs. (Catherine David)",female,0,1,2691,14.4542,,45,C,0
364,3,"Asim, Mr. Adola",male,0,0,SOTON/O.Q. 3101310,7.05,,35,S,0
365,3,"O'Brien, Mr. Thomas",male,1,0,370365,15.5,,,Q,0
366,3,"Adahl, Mr. Mauritz Nils Martin",male,0,0,C 7076,7.25,,30,S,0
367,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,1,0,110813,75.25,D37,60,C,1
368,3,"Moussa, Mrs. (Mantoura Boulos)",female,0,0,2626,7.2292,,,C,1
369,3,"Jermyn, Miss. Annie",female,0,0,14313,7.75,,,Q,1
370,1,"Aubart, Mme. Leontine Pauline",female,0,0,PC 17477,69.3,B35,24,C,1
371,1,"Harder, Mr. George Achilles",male,1,0,11765,55.4417,E50,25,C,1
372,3,"Wiklund, Mr. Jakob Alfred",male,1,0,3101267,6.4958,,18,S,0
373,3,"Beavan, Mr. William Thomas",male,0,0,323951,8.05,,19,S,0
374,1,"Ringhini, Mr. Sante",male,0,0,PC 17760,135.6333,,22,C,0
375,3,"Palsson, Miss. Stina Viola",female,3,1,349909,21.075,,3,S,0
376,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,1,0,PC 17604,82.1708,,,C,1
377,3,"Landergren, Miss. Aurora Adelia",female,0,0,C 7077,7.25,,22,S,1
378,1,"Widener, Mr. Harry Elkins",male,0,2,113503,211.5,C82,27,C,0
379,3,"Betros, Mr. Tannous",male,0,0,2648,4.0125,,20,C,0
380,3,"Gustafsson, Mr. Karl Gideon",male,0,0,347069,7.775,,19,S,0
381,1,"Bidois, Miss. Rosalie",female,0,0,PC 17757,227.525,,42,C,1
382,3,"Nakid, Miss. Maria (""Mary"")",female,0,2,2653,15.7417,,1,C,1
383,3,"Tikkanen, Mr. Juho",male,0,0,STON/O 2. 3101293,7.925,,32,S,0
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,1,0,113789,52,,35,S,1
385,3,"Plotcharsky, Mr. Vasil",male,0,0,349227,7.8958,,,S,0
386,2,"Davies, Mr. Charles Henry",male,0,0,S.O.C. 14879,73.5,,18,S,0
387,3,"Goodwin, Master. Sidney Leonard",male,5,2,CA 2144,46.9,,1,S,0
388,2,"Buss, Miss. Kate",female,0,0,27849,13,,36,S,1
389,3,"Sadlier, Mr. Matthew",male,0,0,367655,7.7292,,,Q,0
390,2,"Lehmann, Miss. Bertha",female,0,0,SC 1748,12,,17,C,1
391,1,"Carter, Mr. William Ernest",male,1,2,113760,120,B96 B98,36,S,1
392,3,"Jansson, Mr. Carl Olof",male,0,0,350034,7.7958,,21,S,1
393,3,"Gustafsson, Mr. Johan Birger",male,2,0,3101277,7.925,,28,S,0
394,1,"Newell, Miss. Marjorie",female,1,0,35273,113.275,D36,23,C,1
395,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,0,2,PP 9549,16.7,G6,24,S,1
396,3,"Johansson, Mr. Erik",male,0,0,350052,7.7958,,22,S,0
397,3,"Olsson, Miss. Elina",female,0,0,350407,7.8542,,31,S,0
398,2,"McKane, Mr. Peter David",male,0,0,28403,26,,46,S,0
399,2,"Pain, Dr. Alfred",male,0,0,244278,10.5,,23,S,0
400,2,"Trout, Mrs. William H (Jessie L)",female,0,0,240929,12.65,,28,S,1
401,3,"Niskanen, Mr. Juha",male,0,0,STON/O 2. 3101289,7.925,,39,S,1
402,3,"Adams, Mr. John",male,0,0,341826,8.05,,26,S,0
403,3,"Jussila, Miss. Mari Aina",female,1,0,4137,9.825,,21,S,0
404,3,"Hakkarainen, Mr. Pekka Pietari",male,1,0,STON/O2. 3101279,15.85,,28,S,0
405,3,"Oreskovic, Miss. Marija",female,0,0,315096,8.6625,,20,S,0
406,2,"Gale, Mr. Shadrach",male,1,0,28664,21,,34,S,0
407,3,"Widegren, Mr. Carl/Charles Peter",male,0,0,347064,7.75,,51,S,0
408,2,"Richards, Master. William Rowe",male,1,1,29106,18.75,,3,S,1
409,3,"Birkeland, Mr. Hans Martin Monsen",male,0,0,312992,7.775,,21,S,0
410,3,"Lefebre, Miss. Ida",female,3,1,4133,25.4667,,,S,0
411,3,"Sdycoff, Mr. Todor",male,0,0,349222,7.8958,,,S,0
412,3,"Hart, Mr. Henry",male,0,0,394140,6.8583,,,Q,0
413,1,"Minahan, Miss. Daisy E",female,1,0,19928,90,C78,33,Q,1
414,2,"Cunningham, Mr. Alfred Fleming",male,0,0,239853,0,,,S,0
415,3,"Sundman, Mr. Johan Julian",male,0,0,STON/O 2. 3101269,7.925,,44,S,1
416,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,0,0,343095,8.05,,,S,0
417,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,1,1,28220,32.5,,34,S,1
418,2,"Silven, Miss. Lyyli Karoliina",female,0,2,250652,13,,18,S,1
419,2,"Matthews, Mr. William John",male,0,0,28228,13,,30,S,0
420,3,"Van Impe, Miss. Catharina",female,0,2,345773,24.15,,10,S,0
421,3,"Gheorgheff, Mr. Stanio",male,0,0,349254,7.8958,,,C,0
422,3,"Charters, Mr. David",male,0,0,A/5. 13032,7.7333,,21,Q,0
423,3,"Zimmerman, Mr. Leo",male,0,0,315082,7.875,,29,S,0
424,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,1,1,347080,14.4,,28,S,0
425,3,"Rosblom, Mr. Viktor Richard",male,1,1,370129,20.2125,,18,S,0
426,3,"Wiseman, Mr. Phillippe",male,0,0,A/4. 34244,7.25,,,S,0
427,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,1,0,2003,26,,28,S,1
428,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,0,0,250655,26,,19,S,1
429,3,"Flynn, Mr. James",male,0,0,364851,7.75,,,Q,0
430,3,"Pickard, Mr. Berk (Berk Trembisky)",male,0,0,SOTON/O.Q. 392078,8.05,E10,32,S,1
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,0,0,110564,26.55,C52,28,S,1
432,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,1,0,376564,16.1,,,S,1
433,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,1,0,SC/AH 3085,26,,42,S,1
434,3,"Kallio, Mr. Nikolai Erland",male,0,0,STON/O 2. 3101274,7.125,,17,S,0
435,1,"Silvey, Mr. William Baird",male,1,0,13507,55.9,E44,50,S,0
436,1,"Carter, Miss. Lucile Polk",female,1,2,113760,120,B96 B98,14,S,1
437,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,2,2,W./C. 6608,34.375,,21,S,0
438,2,"Richards, Mrs. Sidney (Emily Hocking)",female,2,3,29106,18.75,,24,S,1
439,1,"Fortune, Mr. Mark",male,1,4,19950,263,C23 C25 C27,64,S,0
440,2,"Kvillner, Mr. Johan Henrik Johannesson",male,0,0,C.A. 18723,10.5,,31,S,0
441,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,1,1,F.C.C. 13529,26.25,,45,S,1
442,3,"Hampe, Mr. Leon",male,0,0,345769,9.5,,20,S,0
443,3,"Petterson, Mr. Johan Emil",male,1,0,347076,7.775,,25,S,0
444,2,"Reynaldo, Ms. Encarnacion",female,0,0,230434,13,,28,S,1
445,3,"Johannesen-Bratthammer, Mr. Bernt",male,0,0,65306,8.1125,,,S,1
446,1,"Dodge, Master. Washington",male,0,2,33638,81.8583,A34,4,S,1
447,2,"Mellinger, Miss. Madeleine Violet",female,0,1,250644,19.5,,13,S,1
448,1,"Seward, Mr. Frederic Kimber",male,0,0,113794,26.55,,34,S,1
449,3,"Baclini, Miss. Marie Catherine",female,2,1,2666,19.2583,,5,C,1
450,1,"Peuchen, Major. Arthur Godfrey",male,0,0,113786,30.5,C104,52,S,1
451,2,"West, Mr. Edwy Arthur",male,1,2,C.A. 34651,27.75,,36,S,0
452,3,"Hagland, Mr. Ingvald Olai Olsen",male,1,0,65303,19.9667,,,S,0
453,1,"Foreman, Mr. Benjamin Laventall",male,0,0,113051,27.75,C111,30,C,0
454,1,"Goldenberg, Mr. Samuel L",male,1,0,17453,89.1042,C92,49,C,1
455,3,"Peduzzi, Mr. Joseph",male,0,0,A/5 2817,8.05,,,S,0
456,3,"Jalsevac, Mr. Ivan",male,0,0,349240,7.8958,,29,C,1
457,1,"Millet, Mr. Francis Davis",male,0,0,13509,26.55,E38,65,S,0
458,1,"Kenyon, Mrs. Frederick R (Marion)",female,1,0,17464,51.8625,D21,,S,1
459,2,"Toomey, Miss. Ellen",female,0,0,F.C.C. 13531,10.5,,50,S,1
460,3,"O'Connor, Mr. Maurice",male,0,0,371060,7.75,,,Q,0
461,1,"Anderson, Mr. Harry",male,0,0,19952,26.55,E12,48,S,1
462,3,"Morley, Mr. William",male,0,0,364506,8.05,,34,S,0
463,1,"Gee, Mr. Arthur H",male,0,0,111320,38.5,E63,47,S,0
464,2,"Milling, Mr. Jacob Christian",male,0,0,234360,13,,48,S,0
465,3,"Maisner, Mr. Simon",male,0,0,A/S 2816,8.05,,,S,0
466,3,"Goncalves, Mr. Manuel Estanslas",male,0,0,SOTON/O.Q. 3101306,7.05,,38,S,0
467,2,"Campbell, Mr. William",male,0,0,239853,0,,,S,0
468,1,"Smart, Mr. John Montgomery",male,0,0,113792,26.55,,56,S,0
469,3,"Scanlan, Mr. James",male,0,0,36209,7.725,,,Q,0
470,3,"Baclini, Miss. Helene Barbara",female,2,1,2666,19.2583,,0.75,C,1
471,3,"Keefe, Mr. Arthur",male,0,0,323592,7.25,,,S,0
472,3,"Cacic, Mr. Luka",male,0,0,315089,8.6625,,38,S,0
473,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,1,2,C.A. 34651,27.75,,33,S,1
474,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,0,0,SC/AH Basle 541,13.7917,D,23,C,1
475,3,"Strandberg, Miss. Ida Sofia",female,0,0,7553,9.8375,,22,S,0
476,1,"Clifford, Mr. George Quincy",male,0,0,110465,52,A14,,S,0
477,2,"Renouf, Mr. Peter Henry",male,1,0,31027,21,,34,S,0
478,3,"Braund, Mr. Lewis Richard",male,1,0,3460,7.0458,,29,S,0
479,3,"Karlsson, Mr. Nils August",male,0,0,350060,7.5208,,22,S,0
480,3,"Hirvonen, Miss. Hildur E",female,0,1,3101298,12.2875,,2,S,1
481,3,"Goodwin, Master. Harold Victor",male,5,2,CA 2144,46.9,,9,S,0
482,2,"Frost, Mr. Anthony Wood ""Archie""",male,0,0,239854,0,,,S,0
483,3,"Rouse, Mr. Richard Henry",male,0,0,A/5 3594,8.05,,50,S,0
484,3,"Turkula, Mrs. (Hedwig)",female,0,0,4134,9.5875,,63,S,1
485,1,"Bishop, Mr. Dickinson H",male,1,0,11967,91.0792,B49,25,C,1
486,3,"Lefebre, Miss. Jeannie",female,3,1,4133,25.4667,,,S,0
487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,1,0,19943,90,C93,35,S,1
488,1,"Kent, Mr. Edward Austin",male,0,0,11771,29.7,B37,58,C,0
489,3,"Somerton, Mr. Francis William",male,0,0,A.5. 18509,8.05,,30,S,0
490,3,"Coutts, Master. Eden Leslie ""Neville""",male,1,1,C.A. 37671,15.9,,9,S,1
491,3,"Hagland, Mr. Konrad Mathias Reiersen",male,1,0,65304,19.9667,,,S,0
492,3,"Windelov, Mr. Einar",male,0,0,SOTON/OQ 3101317,7.25,,21,S,0
493,1,"Molson, Mr. Harry Markland",male,0,0,113787,30.5,C30,55,S,0
494,1,"Artagaveytia, Mr. Ramon",male,0,0,PC 17609,49.5042,,71,C,0
495,3,"Stanley, Mr. Edward Roland",male,0,0,A/4 45380,8.05,,21,S,0
496,3,"Yousseff, Mr. Gerious",male,0,0,2627,14.4583,,,C,0
497,1,"Eustis, Miss. Elizabeth Mussey",female,1,0,36947,78.2667,D20,54,C,1
498,3,"Shellard, Mr. Frederick William",male,0,0,C.A. 6212,15.1,,,S,0
499,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,1,2,113781,151.55,C22 C26,25,S,0
500,3,"Svensson, Mr. Olof",male,0,0,350035,7.7958,,24,S,0
501,3,"Calic, Mr. Petar",male,0,0,315086,8.6625,,17,S,0
502,3,"Canavan, Miss. Mary",female,0,0,364846,7.75,,21,Q,0
503,3,"O'Sullivan, Miss. Bridget Mary",female,0,0,330909,7.6292,,,Q,0
504,3,"Laitinen, Miss. Kristina Sofia",female,0,0,4135,9.5875,,37,S,0
505,1,"Maioni, Miss. Roberta",female,0,0,110152,86.5,B79,16,S,1
506,1,"Penasco y Castellana, Mr. Victor de Satode",male,1,0,PC 17758,108.9,C65,18,C,0
507,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,0,2,26360,26,,33,S,1
508,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,0,0,111427,26.55,,,S,1
509,3,"Olsen, Mr. Henry Margido",male,0,0,C 4001,22.525,,28,S,0
510,3,"Lang, Mr. Fang",male,0,0,1601,56.4958,,26,S,1
511,3,"Daly, Mr. Eugene Patrick",male,0,0,382651,7.75,,29,Q,1
512,3,"Webber, Mr. James",male,0,0,SOTON/OQ 3101316,8.05,,,S,0
513,1,"McGough, Mr. James Robert",male,0,0,PC 17473,26.2875,E25,36,S,1
514,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,1,0,PC 17603,59.4,,54,C,1
515,3,"Coleff, Mr. Satio",male,0,0,349209,7.4958,,24,S,0
516,1,"Walker, Mr. William Anderson",male,0,0,36967,34.0208,D46,47,S,0
517,2,"Lemore, Mrs. (Amelia Milley)",female,0,0,C.A. 34260,10.5,F33,34,S,1
518,3,"Ryan, Mr. Patrick",male,0,0,371110,24.15,,,Q,0
519,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,1,0,226875,26,,36,S,1
520,3,"Pavlovic, Mr. Stefo",male,0,0,349242,7.8958,,32,S,0
521,1,"Perreault, Miss. Anne",female,0,0,12749,93.5,B73,30,S,1
522,3,"Vovk, Mr. Janko",male,0,0,349252,7.8958,,22,S,0
523,3,"Lahoud, Mr. Sarkis",male,0,0,2624,7.225,,,C,0
524,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,0,1,111361,57.9792,B18,44,C,1
525,3,"Kassem, Mr. Fared",male,0,0,2700,7.2292,,,C,0
526,3,"Farrell, Mr. James",male,0,0,367232,7.75,,40.5,Q,0
527,2,"Ridsdale, Miss. Lucy",female,0,0,W./C. 14258,10.5,,50,S,1
528,1,"Farthing, Mr. John",male,0,0,PC 17483,221.7792,C95,,S,0
529,3,"Salonen, Mr. Johan Werner",male,0,0,3101296,7.925,,39,S,0
530,2,"Hocking, Mr. Richard George",male,2,1,29104,11.5,,23,S,0
531,2,"Quick, Miss. Phyllis May",female,1,1,26360,26,,2,S,1
532,3,"Toufik, Mr. Nakli",male,0,0,2641,7.2292,,,C,0
533,3,"Elias, Mr. Joseph Jr",male,1,1,2690,7.2292,,17,C,0
534,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,0,2,2668,22.3583,,,C,1
535,3,"Cacic, Miss. Marija",female,0,0,315084,8.6625,,30,S,0
536,2,"Hart, Miss. Eva Miriam",female,0,2,F.C.C. 13529,26.25,,7,S,1
537,1,"Butt, Major. Archibald Willingham",male,0,0,113050,26.55,B38,45,S,0
538,1,"LeRoy, Miss. Bertha",female,0,0,PC 17761,106.425,,30,C,1
539,3,"Risien, Mr. Samuel Beard",male,0,0,364498,14.5,,,S,0
540,1,"Frolicher, Miss. Hedwig Margaritha",female,0,2,13568,49.5,B39,22,C,1
541,1,"Crosby, Miss. Harriet R",female,0,2,WE/P 5735,71,B22,36,S,1
542,3,"Andersson, Miss. Ingeborg Constanzia",female,4,2,347082,31.275,,9,S,0
543,3,"Andersson, Miss. Sigrid Elisabeth",female,4,2,347082,31.275,,11,S,0
544,2,"Beane, Mr. Edward",male,1,0,2908,26,,32,S,1
545,1,"Douglas, Mr. Walter Donald",male,1,0,PC 17761,106.425,C86,50,C,0
546,1,"Nicholson, Mr. Arthur Ernest",male,0,0,693,26,,64,S,0
547,2,"Beane, Mrs. Edward (Ethel Clarke)",female,1,0,2908,26,,19,S,1
548,2,"Padro y Manent, Mr. Julian",male,0,0,SC/PARIS 2146,13.8625,,,C,1
549,3,"Goldsmith, Mr. Frank John",male,1,1,363291,20.525,,33,S,0
550,2,"Davies, Master. John Morgan Jr",male,1,1,C.A. 33112,36.75,,8,S,1
551,1,"Thayer, Mr. John Borland Jr",male,0,2,17421,110.8833,C70,17,C,1
552,2,"Sharp, Mr. Percival James R",male,0,0,244358,26,,27,S,0
553,3,"O'Brien, Mr. Timothy",male,0,0,330979,7.8292,,,Q,0
554,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,0,0,2620,7.225,,22,C,1
555,3,"Ohman, Miss. Velin",female,0,0,347085,7.775,,22,S,1
556,1,"Wright, Mr. George",male,0,0,113807,26.55,,62,S,0
557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,1,0,11755,39.6,A16,48,C,1
558,1,"Robbins, Mr. Victor",male,0,0,PC 17757,227.525,,,C,0
559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,1,1,110413,79.65,E67,39,S,1
560,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,1,0,345572,17.4,,36,S,1
561,3,"Morrow, Mr. Thomas Rowan",male,0,0,372622,7.75,,,Q,0
562,3,"Sivic, Mr. Husein",male,0,0,349251,7.8958,,40,S,0
563,2,"Norman, Mr. Robert Douglas",male,0,0,218629,13.5,,28,S,0
564,3,"Simmons, Mr. John",male,0,0,SOTON/OQ 392082,8.05,,,S,0
565,3,"Meanwell, Miss. (Marion Ogden)",female,0,0,SOTON/O.Q. 392087,8.05,,,S,0
566,3,"Davies, Mr. Alfred J",male,2,0,A/4 48871,24.15,,24,S,0
567,3,"Stoytcheff, Mr. Ilia",male,0,0,349205,7.8958,,19,S,0
568,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,0,4,349909,21.075,,29,S,0
569,3,"Doharr, Mr. Tannous",male,0,0,2686,7.2292,,,C,0
570,3,"Jonsson, Mr. Carl",male,0,0,350417,7.8542,,32,S,1
571,2,"Harris, Mr. George",male,0,0,S.W./PP 752,10.5,,62,S,1
572,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,2,0,11769,51.4792,C101,53,S,1
573,1,"Flynn, Mr. John Irwin (""Irving"")",male,0,0,PC 17474,26.3875,E25,36,S,1
574,3,"Kelly, Miss. Mary",female,0,0,14312,7.75,,,Q,1
575,3,"Rush, Mr. Alfred George John",male,0,0,A/4. 20589,8.05,,16,S,0
576,3,"Patchett, Mr. George",male,0,0,358585,14.5,,19,S,0
577,2,"Garside, Miss. Ethel",female,0,0,243880,13,,34,S,1
578,1,"Silvey, Mrs. William Baird (Alice Munger)",female,1,0,13507,55.9,E44,39,S,1
579,3,"Caram, Mrs. Joseph (Maria Elias)",female,1,0,2689,14.4583,,,C,0
580,3,"Jussila, Mr. Eiriik",male,0,0,STON/O 2. 3101286,7.925,,32,S,1
581,2,"Christy, Miss. Julie Rachel",female,1,1,237789,30,,25,S,1
582,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,1,1,17421,110.8833,C68,39,C,1
583,2,"Downton, Mr. William James",male,0,0,28403,26,,54,S,0
584,1,"Ross, Mr. John Hugo",male,0,0,13049,40.125,A10,36,C,0
585,3,"Paulner, Mr. Uscher",male,0,0,3411,8.7125,,,C,0
586,1,"Taussig, Miss. Ruth",female,0,2,110413,79.65,E68,18,S,1
587,2,"Jarvis, Mr. John Denzil",male,0,0,237565,15,,47,S,0
588,1,"Frolicher-Stehli, Mr. Maxmillian",male,1,1,13567,79.2,B41,60,C,1
589,3,"Gilinski, Mr. Eliezer",male,0,0,14973,8.05,,22,S,0
590,3,"Murdlin, Mr. Joseph",male,0,0,A./5. 3235,8.05,,,S,0
591,3,"Rintamaki, Mr. Matti",male,0,0,STON/O 2. 3101273,7.125,,35,S,0
592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,1,0,36947,78.2667,D20,52,C,1
593,3,"Elsbury, Mr. William James",male,0,0,A/5 3902,7.25,,47,S,0
594,3,"Bourke, Miss. Mary",female,0,2,364848,7.75,,,Q,0
595,2,"Chapman, Mr. John Henry",male,1,0,SC/AH 29037,26,,37,S,0
596,3,"Van Impe, Mr. Jean Baptiste",male,1,1,345773,24.15,,36,S,0
597,2,"Leitch, Miss. Jessie Wills",female,0,0,248727,33,,,S,1
598,3,"Johnson, Mr. Alfred",male,0,0,LINE,0,,49,S,0
599,3,"Boulos, Mr. Hanna",male,0,0,2664,7.225,,,C,0
600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,1,0,PC 17485,56.9292,A20,49,C,1
601,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,2,1,243847,27,,24,S,1
602,3,"Slabenoff, Mr. Petco",male,0,0,349214,7.8958,,,S,0
603,1,"Harrington, Mr. Charles H",male,0,0,113796,42.4,,,S,0
604,3,"Torber, Mr. Ernst William",male,0,0,364511,8.05,,44,S,0
605,1,"Homer, Mr. Harry (""Mr E Haven"")",male,0,0,111426,26.55,,35,C,1
606,3,"Lindell, Mr. Edvard Bengtsson",male,1,0,349910,15.55,,36,S,0
607,3,"Karaic, Mr. Milan",male,0,0,349246,7.8958,,30,S,0
608,1,"Daniel, Mr. Robert Williams",male,0,0,113804,30.5,,27,S,1
609,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,1,2,SC/Paris 2123,41.5792,,22,C,1
610,1,"Shutes, Miss. Elizabeth W",female,0,0,PC 17582,153.4625,C125,40,S,1
611,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,1,5,347082,31.275,,39,S,0
612,3,"Jardin, Mr. Jose Neto",male,0,0,SOTON/O.Q. 3101305,7.05,,,S,0
613,3,"Murphy, Miss. Margaret Jane",female,1,0,367230,15.5,,,Q,1
614,3,"Horgan, Mr. John",male,0,0,370377,7.75,,,Q,0
615,3,"Brocklebank, Mr. William Alfred",male,0,0,364512,8.05,,35,S,0
616,2,"Herman, Miss. Alice",female,1,2,220845,65,,24,S,1
617,3,"Danbom, Mr. Ernst Gilbert",male,1,1,347080,14.4,,34,S,0
618,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,1,0,A/5. 3336,16.1,,26,S,0
619,2,"Becker, Miss. Marion Louise",female,2,1,230136,39,F4,4,S,1
620,2,"Gavey, Mr. Lawrence",male,0,0,31028,10.5,,26,S,0
621,3,"Yasbeck, Mr. Antoni",male,1,0,2659,14.4542,,27,C,0
622,1,"Kimball, Mr. Edwin Nelson Jr",male,1,0,11753,52.5542,D19,42,S,1
